Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Europe,Czech Republic,Baby Food,Online,M,8/14/2015,788117825,9/11/2015,433,255.28,159.42,110536.24,69028.86,41507.38
Central America and the Caribbean,Trinidad and Tobago,Snacks,Offline,L,7/10/2012,776781737,8/16/2012,5833,152.58,97.44,889999.14,568367.52,321631.62
Europe,Bosnia and Herzegovina,Cereal,Offline,H,2/7/2014,274535310,2/20/2014,9954,205.70,117.11,2047537.80,1165712.94,881824.86
Sub-Saharan Africa,Benin,Meat,Online,C,3/31/2015,122052371,5/11/2015,6864,421.89,364.69,2895852.96,2503232.16,392620.80
Asia,Cambodia,Vegetables,Offline,C,5/4/2012,780319249,5/23/2012,2661,154.06,90.93,409953.66,241964.73,167988.93
Asia,Indonesia,Cosmetics,Offline,M,4/30/2019,980634772,6/2/2019,476,437.20,263.33,208107.20,125345.08,82762.12
Europe,Albania,Cereal,Offline,C,7/24/2019,874610269,8/27/2019,5469,205.70,117.11,1124973.30,640474.59,484498.71
Sub-Saharan Africa,Cameroon,Personal Care,Offline,C,12/11/2013,684169566,12/19/2013,9833,81.73,56.67,803651.09,557236.11,246414.98
Asia,Taiwan,Personal Care,Online,M,8/2/2015,251548993,8/10/2015,7792,81.73,56.67,636840.16,441572.64,195267.52
Sub-Saharan Africa,Madagascar,Vegetables,Online,L,5/6/2012,389297378,5/30/2012,600,154.06,90.93,92436.00,54558.00,37878.00
Sub-Saharan Africa,Rwanda,Household,Online,C,12/29/2014,630276048,1/5/2015,1543,668.27,502.54,1031140.61,775419.22,255721.39
Sub-Saharan Africa,Lesotho,Household,Online,M,10/1/2019,577658832,11/20/2019,940,668.27,502.54,628173.80,472387.60,155786.20
Asia,Cambodia,Baby Food,Offline,C,8/25/2013,354932057,8/30/2013,1138,255.28,159.42,290508.64,181419.96,109088.68
Europe,Finland,Personal Care,Offline,L,12/20/2011,155894553,1/6/2012,1517,81.73,56.67,123984.41,85968.39,38016.02
Europe,Monaco,Baby Food,Offline,H,2/4/2010,694657647,3/18/2010,3489,255.28,159.42,890671.92,556216.38,334455.54
Europe,Ireland,Beverages,Offline,M,4/8/2010,955645167,5/1/2010,5496,47.45,31.79,260785.20,174717.84,86067.36
Asia,Uzbekistan,Snacks,Online,M,3/25/2016,443593442,4/11/2016,8012,152.58,97.44,1222470.96,780689.28,441781.68
Asia,Maldives,Cosmetics,Offline,C,3/11/2017,533551299,4/2/2017,8541,437.20,263.33,3734125.20,2249101.53,1485023.67
Europe,Montenegro,Vegetables,Offline,H,7/22/2014,420880067,9/6/2014,6620,154.06,90.93,1019877.20,601956.60,417920.60
Sub-Saharan Africa,Seychelles ,Household,Offline,C,7/29/2016,271253573,9/2/2016,8815,668.27,502.54,5890800.05,4429890.10,1460909.95
Sub-Saharan Africa,South Sudan,Fruits,Online,L,8/18/2011,770658147,8/20/2011,3726,9.33,6.92,34763.58,25783.92,8979.66
Europe,Luxembourg,Vegetables,Offline,C,4/26/2016,875392615,6/10/2016,6983,154.06,90.93,1075800.98,634964.19,440836.79
Middle East and North Africa,Yemen,Beverages,Offline,M,9/5/2016,962068307,10/1/2016,6246,47.45,31.79,296372.70,198560.34,97812.36
Central America and the Caribbean,Saint Vincent and the Grenadines,Baby Food,Offline,H,4/15/2016,577609050,5/31/2016,6208,255.28,159.42,1584778.24,989679.36,595098.88
Central America and the Caribbean,Saint Vincent and the Grenadines,Meat,Online,H,3/24/2020,689251172,4/10/2020,3593,421.89,364.69,1515850.77,1310331.17,205519.60
Sub-Saharan Africa,Ethiopia,Fruits,Online,L,1/15/2019,534543502,2/28/2019,2156,9.33,6.92,20115.48,14919.52,5195.96
Europe,Czech Republic,Beverages,Online,M,6/19/2015,771347367,7/30/2015,7682,47.45,31.79,364510.90,244210.78,120300.12
Asia,Vietnam,Fruits,Offline,C,2/4/2019,327836596,2/14/2019,2989,9.33,6.92,27887.37,20683.88,7203.49
Sub-Saharan Africa,Sao Tome and Principe,Snacks,Online,M,8/23/2019,452497518,9/13/2019,2926,152.58,97.44,446449.08,285109.44,161339.64
Europe,Spain,Cosmetics,Offline,C,8/29/2013,664128959,9/25/2013,9372,437.20,263.33,4097438.40,2467928.76,1629509.64
Asia,China,Personal Care,Online,L,8/8/2020,101842248,9/25/2020,6239,81.73,56.67,509913.47,353564.13,156349.34
Sub-Saharan Africa,Ethiopia,Personal Care,Online,M,4/19/2013,675061213,5/28/2013,4469,81.73,56.67,365251.37,253258.23,111993.14
Sub-Saharan Africa,Tanzania,Office Supplies,Online,C,7/23/2019,313522183,8/13/2019,7036,651.21,524.96,4581913.56,3693618.56,888295.00
Asia,Laos,Fruits,Online,C,7/25/2020,617273986,7/27/2020,3944,9.33,6.92,36797.52,27292.48,9505.04
Sub-Saharan Africa,Ghana,Cosmetics,Offline,L,5/24/2020,106677949,5/28/2020,7231,437.20,263.33,3161393.20,1904139.23,1257253.97
Sub-Saharan Africa,South Africa,Fruits,Online,C,4/15/2019,972407901,5/23/2019,5962,9.33,6.92,55625.46,41257.04,14368.42
Middle East and North Africa,Iraq,Meat,Online,M,12/23/2018,525450170,1/16/2019,1237,421.89,364.69,521877.93,451121.53,70756.40
Sub-Saharan Africa,Senegal,Clothes,Online,L,5/12/2017,647103583,6/8/2017,1185,109.28,35.84,129496.80,42470.40,87026.40
Australia and Oceania,Nauru,Snacks,Online,M,11/3/2013,138979470,11/22/2013,5969,152.58,97.44,910750.02,581619.36,329130.66
Australia and Oceania,East Timor,Office Supplies,Offline,C,8/31/2014,573001658,9/15/2014,2779,651.21,524.96,1809712.59,1458863.84,350848.75
Asia,Tajikistan,Fruits,Online,H,11/22/2016,441406476,1/1/2017,840,9.33,6.92,7837.20,5812.80,2024.40
Europe,Albania,Beverages,Online,H,9/29/2013,106742751,10/8/2013,6407,47.45,31.79,304012.15,203678.53,100333.62
Australia and Oceania,Vanuatu,Clothes,Online,L,8/19/2010,451871812,8/19/2010,7766,109.28,35.84,848668.48,278333.44,570335.04
Europe,Bulgaria,Office Supplies,Offline,L,10/27/2019,629967486,11/25/2019,233,651.21,524.96,151731.93,122315.68,29416.25
Asia,Tajikistan,Baby Food,Offline,C,4/22/2012,314516103,5/17/2012,1159,255.28,159.42,295869.52,184767.78,111101.74
Sub-Saharan Africa,Cote d'Ivoire,Beverages,Online,L,5/28/2019,149316489,6/4/2019,4922,47.45,31.79,233548.90,156470.38,77078.52
Europe,Bosnia and Herzegovina,Fruits,Offline,L,6/16/2020,398479974,6/20/2020,7934,9.33,6.92,74024.22,54903.28,19120.94
Europe,Monaco,Fruits,Online,H,5/13/2012,496430385,6/20/2012,3637,9.33,6.92,33933.21,25168.04,8765.17
Central America and the Caribbean,Dominica,Snacks,Offline,H,11/28/2014,397904050,1/5/2015,7506,152.58,97.44,1145265.48,731384.64,413880.84
Central America and the Caribbean,Honduras,Baby Food,Offline,L,12/12/2011,127949798,1/9/2012,2043,255.28,159.42,521537.04,325695.06,195841.98
Europe,Andorra,Meat,Offline,H,3/27/2010,231928956,5/6/2010,1787,421.89,364.69,753917.43,651701.03,102216.40
Sub-Saharan Africa,Chad,Vegetables,Online,L,9/5/2012,425515353,10/23/2012,8304,154.06,90.93,1279314.24,755082.72,524231.52
Australia and Oceania,East Timor,Baby Food,Offline,M,12/31/2012,944695317,2/5/2013,5192,255.28,159.42,1325413.76,827708.64,497705.12
Europe,Greece,Vegetables,Online,L,10/6/2011,295767676,11/5/2011,3083,154.06,90.93,474966.98,280337.19,194629.79
Europe,Czech Republic,Clothes,Online,L,1/16/2011,205343759,1/31/2011,4636,109.28,35.84,506622.08,166154.24,340467.84
Europe,United Kingdom,Snacks,Offline,C,10/7/2019,670347392,10/25/2019,9545,152.58,97.44,1456376.10,930064.80,526311.30
North America,Greenland,Snacks,Online,C,4/10/2016,408014905,5/7/2016,9532,152.58,97.44,1454392.56,928798.08,525594.48
Europe,Germany,Fruits,Offline,L,11/5/2017,905895125,11/25/2017,3353,9.33,6.92,31283.49,23202.76,8080.73
Sub-Saharan Africa,Senegal,Cosmetics,Online,C,3/10/2011,571849381,4/16/2011,1795,437.20,263.33,784774.00,472677.35,312096.65
Europe,Belgium,Beverages,Online,H,3/26/2011,584051501,4/1/2011,2673,47.45,31.79,126833.85,84974.67,41859.18
Sub-Saharan Africa,Niger,Office Supplies,Online,L,1/12/2013,840987813,1/31/2013,5837,651.21,524.96,3801112.77,3064191.52,736921.25
Asia,Cambodia,Snacks,Online,M,7/3/2018,411457145,7/10/2018,8167,152.58,97.44,1246120.86,795792.48,450328.38
Europe,Albania,Baby Food,Offline,C,5/9/2020,684570825,5/22/2020,8575,255.28,159.42,2189026.00,1367026.50,821999.50
Europe,Montenegro,Snacks,Offline,H,2/25/2018,419752681,3/16/2018,3001,152.58,97.44,457892.58,292417.44,165475.14
Middle East and North Africa,Pakistan,Cereal,Online,C,12/21/2012,696739041,1/10/2013,9420,205.70,117.11,1937694.00,1103176.20,834517.80
Sub-Saharan Africa,Eritrea,Office Supplies,Online,H,9/23/2012,865578734,11/11/2012,2837,651.21,524.96,1847482.77,1489311.52,358171.25
Australia and Oceania,Tonga,Meat,Offline,L,2/28/2016,796633088,3/1/2016,289,421.89,364.69,121926.21,105395.41,16530.80
Europe,France,Snacks,Online,M,2/23/2018,430575931,3/11/2018,5841,152.58,97.44,891219.78,569147.04,322072.74
Asia,Sri Lanka,Beverages,Online,M,1/31/2015,228393590,3/10/2015,5594,47.45,31.79,265435.30,177833.26,87602.04
Australia and Oceania,Kiribati,Cosmetics,Offline,C,3/20/2010,721384894,3/22/2010,2676,437.20,263.33,1169947.20,704671.08,465276.12
Europe,Latvia,Snacks,Online,H,12/25/2018,261161172,1/6/2019,2249,152.58,97.44,343152.42,219142.56,124009.86
Europe,Monaco,Cosmetics,Online,M,3/16/2010,869646251,3/19/2010,6506,437.20,263.33,2844423.20,1713224.98,1131198.22
Sub-Saharan Africa,Tanzania,Fruits,Online,H,5/15/2018,589076459,6/13/2018,9670,9.33,6.92,90221.10,66916.40,23304.70
Asia,Brunei,Vegetables,Online,L,8/27/2020,232000625,9/23/2020,2995,154.06,90.93,461409.70,272335.35,189074.35
Sub-Saharan Africa,Zambia,Cosmetics,Offline,C,2/17/2017,231280076,2/17/2017,9769,437.20,263.33,4271006.80,2572470.77,1698536.03
Asia,Philippines,Beverages,Offline,L,9/17/2014,190088641,10/28/2014,308,47.45,31.79,14614.60,9791.32,4823.28
Australia and Oceania,Tuvalu,Fruits,Online,M,2/17/2011,231912648,2/19/2011,6961,9.33,6.92,64946.13,48170.12,16776.01
Europe,Iceland,Baby Food,Online,M,12/18/2010,550550925,1/15/2011,9108,255.28,159.42,2325090.24,1451997.36,873092.88
Australia and Oceania,Kiribati,Snacks,Online,M,4/17/2020,960114800,5/11/2020,8160,152.58,97.44,1245052.80,795110.40,449942.40
Sub-Saharan Africa,The Gambia,Office Supplies,Online,C,12/23/2019,445028102,1/26/2020,2560,651.21,524.96,1667097.60,1343897.60,323200.00
Sub-Saharan Africa,Malawi,Cosmetics,Online,H,10/1/2013,310027158,10/17/2013,2780,437.20,263.33,1215416.00,732057.40,483358.60
Europe,Moldova ,Personal Care,Online,H,3/20/2012,130160796,4/5/2012,6327,81.73,56.67,517105.71,358551.09,158554.62
Sub-Saharan Africa,Sudan,Baby Food,Online,C,10/10/2016,900790345,11/21/2016,2736,255.28,159.42,698446.08,436173.12,262272.96
Sub-Saharan Africa,Mali,Snacks,Online,H,4/19/2014,987589633,6/1/2014,8574,152.58,97.44,1308220.92,835450.56,472770.36
Sub-Saharan Africa,Djibouti,Cosmetics,Online,M,7/16/2014,176544988,8/13/2014,2440,437.20,263.33,1066768.00,642525.20,424242.80
Central America and the Caribbean,Cuba,Cosmetics,Online,H,9/20/2012,123955237,11/6/2012,9964,437.20,263.33,4356260.80,2623820.12,1732440.68
Middle East and North Africa,Algeria,Beverages,Offline,H,4/8/2016,306431710,4/19/2016,8808,47.45,31.79,417939.60,280006.32,137933.28
Sub-Saharan Africa,Angola,Office Supplies,Offline,M,1/23/2018,270898234,2/15/2018,3662,651.21,524.96,2384731.02,1922403.52,462327.50
Middle East and North Africa,Jordan,Meat,Offline,H,6/26/2012,984591138,8/10/2012,1252,421.89,364.69,528206.28,456591.88,71614.40
Middle East and North Africa,Saudi Arabia,Cereal,Offline,M,6/23/2011,785059249,7/22/2011,5332,205.70,117.11,1096792.40,624430.52,472361.88
Middle East and North Africa,Algeria,Clothes,Offline,L,10/8/2017,330163896,11/18/2017,1689,109.28,35.84,184573.92,60533.76,124040.16
Sub-Saharan Africa,Democratic Republic of the Congo,Vegetables,Online,H,7/29/2019,348078906,9/1/2019,3138,154.06,90.93,483440.28,285338.34,198101.94
Central America and the Caribbean,Dominica,Vegetables,Offline,H,4/15/2017,287290608,5/10/2017,4530,154.06,90.93,697891.80,411912.90,285978.90
Sub-Saharan Africa,Madagascar,Office Supplies,Offline,L,3/2/2018,566597831,3/22/2018,7744,651.21,524.96,5042970.24,4065290.24,977680.00
Europe,Belarus,Clothes,Offline,H,4/10/2020,325111901,5/17/2020,6691,109.28,35.84,731192.48,239805.44,491387.04
Europe,Latvia,Beverages,Online,C,10/30/2017,572256648,12/1/2017,2314,47.45,31.79,109799.30,73562.06,36237.24
Europe,Cyprus,Baby Food,Online,H,3/31/2017,137768399,4/27/2017,7586,255.28,159.42,1936554.08,1209360.12,727193.96
Sub-Saharan Africa,Burundi,Office Supplies,Offline,H,5/30/2010,621695983,6/27/2010,2512,651.21,524.96,1635839.52,1318699.52,317140.00
Australia and Oceania,Samoa ,Cereal,Offline,C,2/2/2012,544400727,2/10/2012,9128,205.70,117.11,1877629.60,1068980.08,808649.52
Asia,Myanmar,Fruits,Online,L,10/29/2011,296556460,11/25/2011,6502,9.33,6.92,60663.66,44993.84,15669.82
Sub-Saharan Africa,Malawi,Household,Offline,M,5/12/2011,789149510,5/19/2011,5732,668.27,502.54,3830523.64,2880559.28,949964.36
Europe,Austria,Office Supplies,Online,L,4/13/2019,303478705,4/23/2019,4948,651.21,524.96,3222187.08,2597502.08,624685.00
Central America and the Caribbean,Grenada,Cereal,Online,M,8/6/2013,341155374,8/18/2013,4311,205.70,117.11,886772.70,504861.21,381911.49
Middle East and North Africa,Libya,Household,Online,C,4/4/2011,674103343,4/29/2011,1014,668.27,502.54,677625.78,509575.56,168050.22
Europe,Monaco,Meat,Online,M,1/5/2020,694558942,1/30/2020,4280,421.89,364.69,1805689.20,1560873.20,244816.00
Asia,Cambodia,Meat,Online,L,9/11/2011,765070998,10/7/2011,365,421.89,364.69,153989.85,133111.85,20878.00
Central America and the Caribbean,Dominican Republic,Beverages,Offline,M,2/6/2013,868500840,2/13/2013,7553,47.45,31.79,358389.85,240109.87,118279.98
Middle East and North Africa,Azerbaijan,Fruits,Offline,M,2/12/2015,158022296,3/19/2015,1164,9.33,6.92,10860.12,8054.88,2805.24
Central America and the Caribbean,Jamaica,Snacks,Online,H,2/13/2010,107121694,3/22/2010,8544,152.58,97.44,1303643.52,832527.36,471116.16
Europe,Austria,Beverages,Online,C,9/24/2018,459597861,10/26/2018,4075,47.45,31.79,193358.75,129544.25,63814.50
Europe,Estonia,Clothes,Online,M,4/18/2020,579562127,4/18/2020,4167,109.28,35.84,455369.76,149345.28,306024.48
Europe,France,Vegetables,Online,H,9/18/2011,801438319,10/1/2011,2263,154.06,90.93,348637.78,205774.59,142863.19
Sub-Saharan Africa,Kenya,Clothes,Online,L,10/5/2012,179962766,10/6/2012,3836,109.28,35.84,419198.08,137482.24,281715.84
Europe,Spain,Baby Food,Offline,L,12/31/2017,540184295,2/5/2018,1392,255.28,159.42,355349.76,221912.64,133437.12
Middle East and North Africa,Turkey,Snacks,Online,L,10/15/2012,627464234,10/15/2012,9465,152.58,97.44,1444169.70,922269.60,521900.10
Middle East and North Africa,Iraq,Cereal,Online,M,9/25/2010,157476413,10/14/2010,9625,205.70,117.11,1979862.50,1127183.75,852678.75
Europe,Bulgaria,Meat,Online,L,3/30/2016,266207158,4/25/2016,5469,421.89,364.69,2307316.41,1994489.61,312826.80
Asia,Kyrgyzstan,Snacks,Offline,M,3/13/2019,359955298,4/28/2019,7627,152.58,97.44,1163727.66,743174.88,420552.78
Sub-Saharan Africa,Ethiopia,Vegetables,Online,H,12/19/2010,365332162,1/3/2011,8760,154.06,90.93,1349565.60,796546.80,553018.80
Asia,Laos,Snacks,Offline,C,3/6/2011,279261577,3/15/2011,8561,152.58,97.44,1306237.38,834183.84,472053.54
Central America and the Caribbean,Haiti,Office Supplies,Offline,L,7/24/2019,618979871,8/12/2019,8754,651.21,524.96,5700692.34,4595499.84,1105192.50
Europe,Iceland,Household,Offline,C,8/13/2010,172035872,9/1/2010,8093,668.27,502.54,5408309.11,4067056.22,1341252.89
Middle East and North Africa,Oman,Personal Care,Offline,C,10/28/2013,946290910,10/29/2013,7364,81.73,56.67,601859.72,417317.88,184541.84
Europe,Lithuania,Personal Care,Online,C,1/16/2012,519918811,2/29/2012,4385,81.73,56.67,358386.05,248497.95,109888.10
Asia,Singapore,Personal Care,Online,H,1/6/2011,591405904,2/13/2011,9004,81.73,56.67,735896.92,510256.68,225640.24
Sub-Saharan Africa,Rwanda,Clothes,Offline,L,8/26/2012,229551017,9/9/2012,8102,109.28,35.84,885386.56,290375.68,595010.88
Asia,Maldives,Clothes,Offline,C,5/12/2020,823465478,5/29/2020,589,109.28,35.84,64365.92,21109.76,43256.16
Central America and the Caribbean,Haiti,Clothes,Online,H,4/28/2012,232573115,5/25/2012,2408,109.28,35.84,263146.24,86302.72,176843.52
Middle East and North Africa,Israel,Fruits,Offline,L,12/29/2010,436610257,2/7/2011,1532,9.33,6.92,14293.56,10601.44,3692.12
Sub-Saharan Africa,Swaziland,Fruits,Offline,C,8/8/2013,785625731,9/16/2013,2967,9.33,6.92,27682.11,20531.64,7150.47
Sub-Saharan Africa,Cote d'Ivoire,Cereal,Offline,M,11/18/2018,249980866,12/8/2018,3748,205.70,117.11,770963.60,438928.28,332035.32
Asia,Nepal,Office Supplies,Online,C,1/8/2011,570349490,1/27/2011,7943,651.21,524.96,5172561.03,4169757.28,1002803.75
Middle East and North Africa,United Arab Emirates,Clothes,Offline,C,6/30/2018,407717931,8/3/2018,1651,109.28,35.84,180421.28,59171.84,121249.44
Sub-Saharan Africa,Togo,Office Supplies,Offline,M,6/20/2012,293385016,6/20/2012,8001,651.21,524.96,5210331.21,4200204.96,1010126.25
Central America and the Caribbean,Cuba,Household,Offline,H,1/27/2019,378962075,2/15/2019,2154,668.27,502.54,1439453.58,1082471.16,356982.42
Middle East and North Africa,Syria,Beverages,Offline,M,10/28/2017,886372935,11/25/2017,6304,47.45,31.79,299124.80,200404.16,98720.64
Sub-Saharan Africa,Equatorial Guinea,Cereal,Offline,H,2/16/2011,757853925,3/15/2011,4672,205.70,117.11,961030.40,547137.92,413892.48
Europe,Belarus,Meat,Offline,L,12/9/2018,805953872,12/16/2018,8516,421.89,364.69,3592815.24,3105700.04,487115.20
Asia,Indonesia,Beverages,Offline,H,12/8/2019,563534104,12/29/2019,1119,47.45,31.79,53096.55,35573.01,17523.54
Europe,San Marino,Office Supplies,Online,H,5/6/2010,533768451,5/16/2010,2801,651.21,524.96,1824039.21,1470412.96,353626.25
Asia,China,Household,Offline,H,12/21/2019,840143239,1/18/2020,5909,668.27,502.54,3948807.43,2969508.86,979298.57
Europe,Russia,Household,Online,M,8/16/2010,776457297,9/2/2010,9824,668.27,502.54,6565084.48,4936952.96,1628131.52
Europe,Sweden,Beverages,Offline,L,6/20/2020,156821954,7/25/2020,5956,47.45,31.79,282612.20,189341.24,93270.96
Middle East and North Africa,Lebanon,Cereal,Online,L,8/29/2019,665661036,9/22/2019,2748,205.70,117.11,565263.60,321818.28,243445.32
Europe,Vatican City,Household,Online,M,12/10/2011,907710874,1/22/2012,674,668.27,502.54,450413.98,338711.96,111702.02
Sub-Saharan Africa,Nigeria,Cosmetics,Offline,L,8/9/2018,458020293,9/16/2018,7238,437.20,263.33,3164453.60,1905982.54,1258471.06
Europe,Kosovo,Beverages,Offline,C,8/31/2019,311950623,9/17/2019,1977,47.45,31.79,93808.65,62848.83,30959.82
Sub-Saharan Africa,Mauritius ,Cosmetics,Online,L,9/7/2012,635175693,10/5/2012,1457,437.20,263.33,637000.40,383671.81,253328.59
Central America and the Caribbean,Saint Vincent and the Grenadines,Fruits,Online,M,2/12/2018,313681828,3/15/2018,4279,9.33,6.92,39923.07,29610.68,10312.39
Sub-Saharan Africa,Mali,Fruits,Online,L,6/27/2020,103767859,7/23/2020,6070,9.33,6.92,56633.10,42004.40,14628.70
Asia,Singapore,Cereal,Offline,M,7/11/2016,382045114,8/5/2016,4494,205.70,117.11,924415.80,526292.34,398123.46
Sub-Saharan Africa,Equatorial Guinea,Baby Food,Offline,H,7/2/2020,695437419,7/31/2020,4241,255.28,159.42,1082642.48,676100.22,406542.26
Sub-Saharan Africa,Malawi,Household,Offline,M,2/9/2016,211181104,2/9/2016,2036,668.27,502.54,1360597.72,1023171.44,337426.28
Sub-Saharan Africa,Kenya,Baby Food,Offline,H,4/10/2015,866824996,5/22/2015,1634,255.28,159.42,417127.52,260492.28,156635.24
Asia,Kazakhstan,Clothes,Online,M,1/18/2010,620230424,2/5/2010,8820,109.28,35.84,963849.60,316108.80,647740.80
Europe,Greece,Household,Offline,M,1/9/2010,199571216,2/13/2010,6412,668.27,502.54,4284947.24,3222286.48,1062660.76
Europe,Italy,Cereal,Online,M,8/9/2015,853333699,8/16/2015,9259,205.70,117.11,1904576.30,1084321.49,820254.81
Middle East and North Africa,Bahrain,Snacks,Offline,M,8/25/2012,300316703,10/5/2012,9241,152.58,97.44,1409991.78,900443.04,509548.74
Central America and the Caribbean,Jamaica,Cereal,Offline,C,8/13/2020,379631555,8/17/2020,268,205.70,117.11,55127.60,31385.48,23742.12
Asia,Singapore,Vegetables,Offline,M,5/1/2012,300702083,5/5/2012,3283,154.06,90.93,505778.98,298523.19,207255.79
Sub-Saharan Africa,Mauritania,Snacks,Offline,L,8/9/2015,693264615,8/19/2015,1260,152.58,97.44,192250.80,122774.40,69476.40
Europe,Germany,Snacks,Online,M,8/14/2011,457367980,9/15/2011,4204,152.58,97.44,641446.32,409637.76,231808.56
Middle East and North Africa,Syria,Fruits,Online,H,2/22/2015,813373506,4/3/2015,4150,9.33,6.92,38719.50,28718.00,10001.50
Europe,Germany,Office Supplies,Offline,H,9/23/2015,351955020,11/6/2015,166,651.21,524.96,108100.86,87143.36,20957.50
Europe,Serbia,Cereal,Offline,L,2/8/2015,884098851,2/26/2015,3352,205.70,117.11,689506.40,392552.72,296953.68
Sub-Saharan Africa,Kenya,Fruits,Offline,H,3/4/2011,691103827,3/27/2011,1835,9.33,6.92,17120.55,12698.20,4422.35
Europe,Cyprus,Personal Care,Offline,C,1/8/2014,374581277,2/10/2014,5779,81.73,56.67,472317.67,327495.93,144821.74
North America,United States of America,Baby Food,Online,M,3/18/2019,606455028,3/30/2019,2374,255.28,159.42,606034.72,378463.08,227571.64
Sub-Saharan Africa,Mali,Baby Food,Offline,H,2/8/2013,778961408,3/17/2013,846,255.28,159.42,215966.88,134869.32,81097.56
Sub-Saharan Africa,Niger,Fruits,Offline,M,4/24/2010,354649245,5/15/2010,7448,9.33,6.92,69489.84,51540.16,17949.68
Middle East and North Africa,Syria,Cosmetics,Offline,M,3/29/2016,216379868,5/11/2016,466,437.20,263.33,203735.20,122711.78,81023.42
Asia,Kyrgyzstan,Vegetables,Offline,L,1/31/2011,417327105,2/18/2011,5219,154.06,90.93,804039.14,474563.67,329475.47
Middle East and North Africa,Jordan,Snacks,Online,L,4/19/2019,630977284,5/15/2019,9055,152.58,97.44,1381611.90,882319.20,499292.70
Sub-Saharan Africa,Zimbabwe,Cosmetics,Online,L,9/23/2018,601129233,10/28/2018,6353,437.20,263.33,2777531.60,1672935.49,1104596.11
Europe,Monaco,Vegetables,Online,M,2/10/2010,591894280,3/7/2010,3526,154.06,90.93,543215.56,320619.18,222596.38
Europe,Cyprus,Personal Care,Online,L,9/24/2011,937696254,10/11/2011,4014,81.73,56.67,328064.22,227473.38,100590.84
Asia,Japan,Snacks,Offline,M,4/15/2011,693271481,5/27/2011,3292,152.58,97.44,502293.36,320772.48,181520.88
Europe,Netherlands,Cosmetics,Online,C,1/11/2014,783668792,2/2/2014,3865,437.20,263.33,1689778.00,1017770.45,672007.55
Europe,Belarus,Fruits,Offline,H,1/6/2016,854249513,2/15/2016,269,9.33,6.92,2509.77,1861.48,648.29
Sub-Saharan Africa,Democratic Republic of the Congo,Cereal,Online,L,2/25/2020,620687472,3/14/2020,4071,205.70,117.11,837404.70,476754.81,360649.89
Sub-Saharan Africa,The Gambia,Fruits,Online,M,2/27/2020,318968999,4/11/2020,8870,9.33,6.92,82757.10,61380.40,21376.70
Sub-Saharan Africa,Mozambique,Office Supplies,Offline,L,8/7/2016,255392920,9/16/2016,5295,651.21,524.96,3448156.95,2779663.20,668493.75
Middle East and North Africa,Pakistan,Cosmetics,Offline,C,7/23/2011,356570565,9/4/2011,6009,437.20,263.33,2627134.80,1582349.97,1044784.83
Sub-Saharan Africa,Botswana,Baby Food,Online,H,12/14/2013,619425761,1/13/2014,703,255.28,159.42,179461.84,112072.26,67389.58
Sub-Saharan Africa,Gabon,Cosmetics,Online,M,10/26/2012,661194837,12/4/2012,1100,437.20,263.33,480920.00,289663.00,191257.00
Europe,Norway,Fruits,Offline,M,10/1/2014,169426620,11/16/2014,5957,9.33,6.92,55578.81,41222.44,14356.37
Central America and the Caribbean,Saint Kitts and Nevis ,Fruits,Online,H,2/17/2017,251982438,4/2/2017,6058,9.33,6.92,56521.14,41921.36,14599.78
Central America and the Caribbean,Cuba,Meat,Offline,C,7/9/2013,287036120,7/17/2013,9221,421.89,364.69,3890247.69,3362806.49,527441.20
Europe,Monaco,Beverages,Offline,C,5/11/2020,173073995,6/14/2020,5296,47.45,31.79,251295.20,168359.84,82935.36
Sub-Saharan Africa,Eritrea,Clothes,Online,H,2/28/2018,778894889,4/19/2018,1161,109.28,35.84,126874.08,41610.24,85263.84
Australia and Oceania,Kiribati,Household,Offline,M,5/5/2010,793610131,6/23/2010,5728,668.27,502.54,3827850.56,2878549.12,949301.44
Sub-Saharan Africa,Senegal,Snacks,Online,M,11/8/2017,776643550,11/21/2017,4940,152.58,97.44,753745.20,481353.60,272391.60
Middle East and North Africa,Libya,Household,Online,L,5/18/2020,907731473,6/25/2020,6770,668.27,502.54,4524187.90,3402195.80,1121992.10
Asia,Philippines,Cosmetics,Offline,C,2/22/2015,536922729,3/1/2015,6222,437.20,263.33,2720258.40,1638439.26,1081819.14
North America,Canada,Snacks,Offline,H,7/30/2011,434578645,8/15/2011,333,152.58,97.44,50809.14,32447.52,18361.62
Sub-Saharan Africa,Togo,Cosmetics,Offline,C,4/4/2015,541373050,4/4/2015,3171,437.20,263.33,1386361.20,835019.43,551341.77
Europe,Russia,Household,Offline,C,11/18/2011,418292272,11/26/2011,833,668.27,502.54,556668.91,418615.82,138053.09
Australia and Oceania,East Timor,Snacks,Online,M,5/23/2015,596635138,6/19/2015,6451,152.58,97.44,984293.58,628585.44,355708.14
Sub-Saharan Africa,Mozambique,Clothes,Online,H,10/31/2019,328012979,11/4/2019,5184,109.28,35.84,566507.52,185794.56,380712.96
Asia,Taiwan,Beverages,Offline,M,6/2/2015,734349620,7/2/2015,9226,47.45,31.79,437773.70,293294.54,144479.16
Central America and the Caribbean,Saint Kitts and Nevis ,Cosmetics,Online,M,4/2/2015,757881391,4/5/2015,2800,437.20,263.33,1224160.00,737324.00,486836.00
